/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;18;53.863845\ PM,\ 2016.png	1	0 0 40 36
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;19;00.386372\ PM,\ 2016.png	1	0 0 40 36
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;19;04.461419\ PM,\ 2016.png	1	0 0 40 36
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;19;07.541658\ PM,\ 2016.png	1	0 0 60 56
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;19;11.397501\ PM,\ 2016.png	1	0 0 80 76
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;33;49.904168\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;33;53.039414\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;33;55.940126\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;00.016338\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;02.557309\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;06.602601\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;11.390897\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;15.447625\ PM,\ 2016.png	1	0 0 27 21
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;24.298856\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;26.586198\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;32.927829\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;35.256656\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;39.909167\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;47.589529\ PM,\ 2016.png	1	0 0 37 31
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;34;57.188381\ PM,\ 2016.png	1	0 0 37 31
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;35;10.153046\ PM,\ 2016.png	1	0 0 39 33
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;35;15.076427\ PM,\ 2016.png	1	0 0 41 35
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;35;23.182782\ PM,\ 2016.png	1	0 0 43 37
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;35;31.246807\ PM,\ 2016.png	1	0 0 55 49
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;35;36.818232\ PM,\ 2016.png	1	0 0 57 51
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;35;39.445133\ PM,\ 2016.png	1	0 0 57 51
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;35;46.764027\ PM,\ 2016.png	1	0 0 69 63
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;35;58.700170\ PM,\ 2016.png	1	0 0 73 67
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 21;36;07.699173\ PM,\ 2016.png	1	0 0 83 77
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;44;56.283478\ PM,\ 2016.png	1	0 0 26 16
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;44;57.306487\ PM,\ 2016.png	1	0 0 26 16
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;44;59.590912\ PM,\ 2016.png	1	0 0 26 16
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;05.249710\ PM,\ 2016.png	1	0 0 26 16
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;08.153724\ PM,\ 2016.png	1	0 0 26 16
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;12.057120\ PM,\ 2016.png	1	0 0 26 16
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;16.738605\ PM,\ 2016.png	1	0 0 28 18
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;22.383977\ PM,\ 2016.png	1	0 0 28 18
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;24.700432\ PM,\ 2016.png	1	0 0 28 18
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;27.965497\ PM,\ 2016.png	1	0 0 30 20
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;32.747396\ PM,\ 2016.png	1	0 0 30 20
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;38.084998\ PM,\ 2016.png	1	0 0 32 22
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;42.589112\ PM,\ 2016.png	1	0 0 32 22
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;47.254903\ PM,\ 2016.png	1	0 0 32 22
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;45;59.661984\ PM,\ 2016.png	1	0 0 42 32
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;46;04.019878\ PM,\ 2016.png	1	0 0 62 52
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;46;08.766348\ PM,\ 2016.png	1	0 0 42 32
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;46;10.978518\ PM,\ 2016.png	1	0 0 42 32
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives4/Thu\ Jan\ 14\ 22;46;17.727894\ PM,\ 2016.png	1	0 0 46 36
