/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;17;47.446573\ PM,\ 2016.png	1	0 0 30 26
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;17;48.583754\ PM,\ 2016.png	1	0 0 30 26
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;17;55.437887\ PM,\ 2016.png	1	0 0 38 34
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;17;56.203055\ PM,\ 2016.png	1	0 0 38 34
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;17;56.891118\ PM,\ 2016.png	1	0 0 38 34
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;17;57.446292\ PM,\ 2016.png	1	0 0 38 34
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;17;58.018037\ PM,\ 2016.png	1	0 0 38 34
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;17;58.552894\ PM,\ 2016.png	1	0 0 38 34
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;18;00.060531\ PM,\ 2016.png	1	0 0 38 34
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;18;01.645052\ PM,\ 2016.png	1	0 0 38 34
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;27;39.669478\ PM,\ 2016.png	1	0 0 17 11
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;27;40.991146\ PM,\ 2016.png	1	0 0 17 11
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;27;44.961042\ PM,\ 2016.png	1	0 0 21 15
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;27;48.054504\ PM,\ 2016.png	1	0 0 21 15
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;27;49.702252\ PM,\ 2016.png	1	0 0 21 15
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;27;51.797932\ PM,\ 2016.png	1	0 0 21 15
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;27;54.024183\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;27;56.543099\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;01.499832\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;04.938918\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;08.300117\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;12.873271\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;15.469285\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;17.534486\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;21.859728\ PM,\ 2016.png	1	0 0 23 17
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;23.750909\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;26.673956\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;32.089160\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;34.761272\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;41.850071\ PM,\ 2016.png	1	0 0 25 19
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;47.382892\ PM,\ 2016.png	1	0 0 27 21
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;49.199537\ PM,\ 2016.png	1	0 0 27 21
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;51.681626\ PM,\ 2016.png	1	0 0 27 21
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;54.641643\ PM,\ 2016.png	1	0 0 27 21
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;56.763740\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;57.875029\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;28;58.575261\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;00.838238\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;01.657270\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;04.117954\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;04.970415\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;06.219948\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;07.125154\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;07.887500\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;08.559185\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;10.517797\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;11.375114\ PM,\ 2016.png	1	0 0 29 23
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;13.079588\ PM,\ 2016.png	1	0 0 31 25
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;13.833445\ PM,\ 2016.png	1	0 0 31 25
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;14.515519\ PM,\ 2016.png	1	0 0 31 25
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;15.096675\ PM,\ 2016.png	1	0 0 31 25
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;15.831553\ PM,\ 2016.png	1	0 0 31 25
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;17.678717\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;18.616783\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;19.170883\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;20.327410\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;21.017301\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;21.623704\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;22.159230\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;22.714650\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;23.271296\ PM,\ 2016.png	1	0 0 33 27
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;24.457251\ PM,\ 2016.png	1	0 0 35 29
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;24.972018\ PM,\ 2016.png	1	0 0 35 29
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;25.440500\ PM,\ 2016.png	1	0 0 35 29
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;25.968339\ PM,\ 2016.png	1	0 0 35 29
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;26.472164\ PM,\ 2016.png	1	0 0 35 29
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;27.976229\ PM,\ 2016.png	1	0 0 39 33
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;28.564833\ PM,\ 2016.png	1	0 0 39 33
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;29.229169\ PM,\ 2016.png	1	0 0 39 33
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;29.858650\ PM,\ 2016.png	1	0 0 39 33
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;37.661110\ PM,\ 2016.png	1	0 0 49 43
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;38.509159\ PM,\ 2016.png	1	0 0 49 43
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;39.193815\ PM,\ 2016.png	1	0 0 49 43
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 21;29;39.812809\ PM,\ 2016.png	1	0 0 49 43
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 22;39;00.598639\ PM,\ 2016.png	1	0 0 26 21
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 22;39;05.617587\ PM,\ 2016.png	1	0 0 26 21
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 22;39;09.135314\ PM,\ 2016.png	1	0 0 26 21
/Users/Woz4tetra/Documents/Self-Driving-Buggy/ben_projects/RoboQuasar1.0/camera/Images/positives2/Thu\ Jan\ 14\ 22;39;12.017621\ PM,\ 2016.png	1	0 0 26 21
